"participant","sex","include","time","sets","leg","exercise","load"
"FP19","male","incl","week5","multiple","L","isom",269
"FP19","male","incl","week5","single","R","isom",290
"FP19","male","incl","week5","multiple","L","isom",275
"FP19","male","incl","week9","single","R","isok.60",NA
"FP19","male","incl","week9","multiple","L","isok.60",NA
"FP19","male","incl","week9","single","R","isok.120",NA
"FP19","male","incl","week9","multiple","L","isok.120",NA
"FP19","male","incl","week9","single","R","isok.240",NA
"FP19","male","incl","week9","multiple","L","isok.240",NA
"FP19","male","incl","week9","single","R","isom",NA
"FP19","male","incl","week9","multiple","L","isom",NA
"FP19","male","incl","week9","single","R","isom",NA
"FP19","male","incl","week9","multiple","L","isom",NA
"FP19","male","incl","post","single","R","isok.60",227
"FP19","male","incl","post","multiple","L","isok.60",243
"FP19","male","incl","post","single","R","isok.120",183
"FP19","male","incl","post","multiple","L","isok.120",207
"FP19","male","incl","post","single","R","isok.240",141
"FP19","male","incl","post","multiple","L","isok.240",151
"FP19","male","incl","post","single","R","isom",257
"FP19","male","incl","post","multiple","L","isom",290
"FP19","male","incl","post","single","R","isom",275
"FP19","male","incl","post","multiple","L","isom",290
"FP30","female","incl","pre","multiple","R","isok.60",139
"FP30","female","incl","pre","single","L","isok.60",133
"FP30","female","incl","pre","multiple","R","isok.120",108
"FP30","female","incl","pre","single","L","isok.120",109
"FP30","female","incl","pre","multiple","R","isok.240",73
"FP30","female","incl","pre","single","L","isok.240",64
"FP30","female","incl","pre","multiple","R","isom",152
"FP30","female","incl","pre","single","L","isom",158
"FP30","female","incl","pre","multiple","R","isom",155
"FP30","female","incl","pre","single","L","isom",177
"FP30","female","incl","session1","multiple","R","isok.60",126
"FP30","female","incl","session1","single","L","isok.60",119
"FP30","female","incl","session1","multiple","R","isok.120",106
"FP30","female","incl","session1","single","L","isok.120",105
"FP30","female","incl","session1","multiple","R","isok.240",72
"FP30","female","incl","session1","single","L","isok.240",80
"FP30","female","incl","session1","multiple","R","isom",136
"FP30","female","incl","session1","single","L","isom",165
"FP30","female","incl","session1","multiple","R","isom",150
"FP30","female","incl","session1","single","L","isom",159
"FP30","female","incl","week2","multiple","R","isok.60",124
"FP30","female","incl","week2","single","L","isok.60",120
"FP30","female","incl","week2","multiple","R","isok.120",104
"FP30","female","incl","week2","single","L","isok.120",101
"FP30","female","incl","week2","multiple","R","isok.240",78
"FP30","female","incl","week2","single","L","isok.240",69
"FP30","female","incl","week2","multiple","R","isom",150
"FP30","female","incl","week2","single","L","isom",160
"FP30","female","incl","week2","multiple","R","isom",155
"FP30","female","incl","week2","single","L","isom",163
"FP30","female","incl","week5","multiple","R","isok.60",140
"FP30","female","incl","week5","single","L","isok.60",137
"FP30","female","incl","week5","multiple","R","isok.120",124
"FP30","female","incl","week5","single","L","isok.120",111
"FP30","female","incl","week5","multiple","R","isok.240",86
"FP30","female","incl","week5","single","L","isok.240",80
"FP30","female","incl","week5","multiple","R","isom",194
"FP30","female","incl","week5","single","L","isom",183
"FP30","female","incl","week5","multiple","R","isom",186
"FP30","female","incl","week5","single","L","isom",185
"FP30","female","incl","week9","multiple","R","isok.60",144
"FP30","female","incl","week9","single","L","isok.60",141
"FP30","female","incl","week9","multiple","R","isok.120",125
"FP30","female","incl","week9","single","L","isok.120",115
"FP30","female","incl","week9","multiple","R","isok.240",88
"FP30","female","incl","week9","single","L","isok.240",81
"FP30","female","incl","week9","multiple","R","isom",176
"FP30","female","incl","week9","single","L","isom",189
"FP30","female","incl","week9","multiple","R","isom",177
"FP30","female","incl","week9","single","L","isom",198
"FP30","female","incl","post","multiple","R","isok.60",153
"FP30","female","incl","post","single","L","isok.60",149
"FP30","female","incl","post","multiple","R","isok.120",133
"FP30","female","incl","post","single","L","isok.120",122
"FP30","female","incl","post","multiple","R","isok.240",88
"FP30","female","incl","post","single","L","isok.240",87
"FP30","female","incl","post","multiple","R","isom",182
"FP30","female","incl","post","single","L","isom",207
"FP30","female","incl","post","multiple","R","isom",185
"FP30","female","incl","post","single","L","isom",220
"FP39","male","incl","pre","multiple","R","isok.60",228
"FP39","male","incl","pre","single","L","isok.60",224
"FP39","male","incl","pre","multiple","R","isok.120",175
"FP39","male","incl","pre","single","L","isok.120",142
"FP39","male","incl","pre","multiple","R","isok.240",96
"FP39","male","incl","pre","single","L","isok.240",116
"FP39","male","incl","pre","multiple","R","isom",204
"FP39","male","incl","pre","single","L","isom",230
"FP39","male","incl","pre","multiple","R","isom",246
"FP39","male","incl","pre","single","L","isom",232
"FP39","male","incl","session1","multiple","R","isok.60",231
"FP39","male","incl","session1","single","L","isok.60",199
"FP39","male","incl","session1","multiple","R","isok.120",170
"FP39","male","incl","session1","single","L","isok.120",152
"FP39","male","incl","session1","multiple","R","isok.240",112
"FP39","male","incl","session1","single","L","isok.240",126
"FP39","male","incl","session1","multiple","R","isom",234
"FP39","male","incl","session1","single","L","isom",238
"FP39","male","incl","session1","multiple","R","isom",186
"FP39","male","incl","session1","single","L","isom",206
"FP39","male","incl","week2","multiple","R","isok.60",229
"FP39","male","incl","week2","single","L","isok.60",212
"FP39","male","incl","week2","multiple","R","isok.120",189
"FP39","male","incl","week2","single","L","isok.120",171
"FP39","male","incl","week2","multiple","R","isok.240",113
"FP39","male","incl","week2","single","L","isok.240",126
"FP39","male","incl","week2","multiple","R","isom",262
"FP39","male","incl","week2","single","L","isom",217
"FP39","male","incl","week2","multiple","R","isom",236
"FP39","male","incl","week2","single","L","isom",215
"FP39","male","incl","week5","multiple","R","isok.60",250
"FP39","male","incl","week5","single","L","isok.60",229
"FP39","male","incl","week5","multiple","R","isok.120",201
"FP39","male","incl","week5","single","L","isok.120",180
"FP39","male","incl","week5","multiple","R","isok.240",137
"FP39","male","incl","week5","single","L","isok.240",132
"FP39","male","incl","week5","multiple","R","isom",259
"FP39","male","incl","week5","single","L","isom",260
"FP39","male","incl","week5","multiple","R","isom",285
"FP39","male","incl","week5","single","L","isom",262
"FP39","male","incl","week9","multiple","R","isok.60",295
"FP39","male","incl","week9","single","L","isok.60",269
"FP39","male","incl","week9","multiple","R","isok.120",240
"FP39","male","incl","week9","single","L","isok.120",209
"FP39","male","incl","week9","multiple","R","isok.240",163
"FP39","male","incl","week9","single","L","isok.240",153
"FP39","male","incl","week9","multiple","R","isom",323
"FP39","male","incl","week9","single","L","isom",287
"FP39","male","incl","week9","multiple","R","isom",314
"FP39","male","incl","week9","single","L","isom",299
"FP39","male","incl","post","multiple","R","isok.60",309
"FP39","male","incl","post","single","L","isok.60",280
"FP39","male","incl","post","multiple","R","isok.120",248
"FP39","male","incl","post","single","L","isok.120",209
"FP39","male","incl","post","multiple","R","isok.240",169
"FP39","male","incl","post","single","L","isok.240",154
"FP39","male","incl","post","multiple","R","isom",353
"FP39","male","incl","post","single","L","isom",347
"FP39","male","incl","post","multiple","R","isom",342
"FP39","male","incl","post","single","L","isom",331
"FP27","male","incl","pre","single","R","isok.60",196
"FP27","male","incl","pre","multiple","L","isok.60",197
"FP27","male","incl","pre","single","R","isok.120",166
"FP27","male","incl","pre","multiple","L","isok.120",161
"FP27","male","incl","pre","single","R","isok.240",123
"FP27","male","incl","pre","multiple","L","isok.240",113
"FP27","male","incl","pre","single","R","isom",225
"FP27","male","incl","pre","multiple","L","isom",206
"FP27","male","incl","pre","single","R","isom",225
"FP27","male","incl","pre","multiple","L","isom",202
"FP27","male","incl","session1","single","R","isok.60",240
"FP27","male","incl","session1","multiple","L","isok.60",239
"FP27","male","incl","session1","single","R","isok.120",189
"FP27","male","incl","session1","multiple","L","isok.120",200
"FP27","male","incl","session1","single","R","isok.240",132
"FP27","male","incl","session1","multiple","L","isok.240",143
"FP27","male","incl","session1","single","R","isom",268
"FP27","male","incl","session1","multiple","L","isom",319
"FP27","male","incl","session1","single","R","isom",296
"FP27","male","incl","session1","multiple","L","isom",309
"FP27","male","incl","week2","single","R","isok.60",202
"FP27","male","incl","week2","multiple","L","isok.60",245
"FP27","male","incl","week2","single","R","isok.120",198
"FP27","male","incl","week2","multiple","L","isok.120",188
"FP27","male","incl","week2","single","R","isok.240",140
"FP27","male","incl","week2","multiple","L","isok.240",139
"FP27","male","incl","week2","single","R","isom",303
"FP27","male","incl","week2","multiple","L","isom",326
"FP27","male","incl","week2","single","R","isom",282
"FP27","male","incl","week2","multiple","L","isom",281
"FP27","male","incl","week5","single","R","isok.60",216
"FP27","male","incl","week5","multiple","L","isok.60",242
"FP27","male","incl","week5","single","R","isok.120",198
"FP27","male","incl","week5","multiple","L","isok.120",205
"FP27","male","incl","week5","single","R","isok.240",138
"FP27","male","incl","week5","multiple","L","isok.240",150
"FP27","male","incl","week5","single","R","isom",328
"FP27","male","incl","week5","multiple","L","isom",328
"FP27","male","incl","week5","single","R","isom",308
"FP27","male","incl","week5","multiple","L","isom",292
"FP27","male","incl","week9","single","R","isok.60",236
"FP27","male","incl","week9","multiple","L","isok.60",282
"FP27","male","incl","week9","single","R","isok.120",212
"FP27","male","incl","week9","multiple","L","isok.120",232
"FP27","male","incl","week9","single","R","isok.240",139
"FP27","male","incl","week9","multiple","L","isok.240",164
"FP27","male","incl","week9","single","R","isom",310
"FP27","male","incl","week9","multiple","L","isom",354
"FP27","male","incl","week9","single","R","isom",298
"FP27","male","incl","week9","multiple","L","isom",338
"FP27","male","incl","post","single","R","isok.60",230
"FP27","male","incl","post","multiple","L","isok.60",258
"FP27","male","incl","post","single","R","isok.120",208
"FP27","male","incl","post","multiple","L","isok.120",224
"FP27","male","incl","post","single","R","isok.240",151
"FP27","male","incl","post","multiple","L","isok.240",160
"FP27","male","incl","post","single","R","isom",302
"FP27","male","incl","post","multiple","L","isom",339
"FP27","male","incl","post","single","R","isom",280
"FP27","male","incl","post","multiple","L","isom",310
"FP44","female","incl","pre","multiple","R","isok.60",106
"FP44","female","incl","pre","single","L","isok.60",134
"FP44","female","incl","pre","multiple","R","isok.120",107
"FP44","female","incl","pre","single","L","isok.120",105
"FP44","female","incl","pre","multiple","R","isok.240",71
"FP44","female","incl","pre","single","L","isok.240",69
"FP44","female","incl","pre","multiple","R","isom",152
"FP44","female","incl","pre","single","L","isom",147
"FP44","female","incl","pre","multiple","R","isom",148
"FP44","female","incl","pre","single","L","isom",127
"FP44","female","incl","session1","multiple","R","isok.60",142
"FP44","female","incl","session1","single","L","isok.60",136
"FP44","female","incl","session1","multiple","R","isok.120",120
"FP44","female","incl","session1","single","L","isok.120",117
"FP44","female","incl","session1","multiple","R","isok.240",82
"FP44","female","incl","session1","single","L","isok.240",77
"FP44","female","incl","session1","multiple","R","isom",183
"FP44","female","incl","session1","single","L","isom",164
"FP44","female","incl","session1","multiple","R","isom",158
"FP44","female","incl","session1","single","L","isom",143
"FP44","female","incl","week2","multiple","R","isok.60",139
"FP44","female","incl","week2","single","L","isok.60",112
"FP44","female","incl","week2","multiple","R","isok.120",129
"FP44","female","incl","week2","single","L","isok.120",115
"FP44","female","incl","week2","multiple","R","isok.240",88
"FP44","female","incl","week2","single","L","isok.240",85
"FP44","female","incl","week2","multiple","R","isom",205
"FP44","female","incl","week2","single","L","isom",195
"FP44","female","incl","week2","multiple","R","isom",174
"FP44","female","incl","week2","single","L","isom",179
"FP44","female","incl","week5","multiple","R","isok.60",NA
"FP44","female","incl","week5","single","L","isok.60",NA
"FP44","female","incl","week5","multiple","R","isok.120",NA
"FP44","female","incl","week5","single","L","isok.120",NA
"FP44","female","incl","week5","multiple","R","isok.240",NA
"FP44","female","incl","week5","single","L","isok.240",NA
"FP44","female","incl","week5","multiple","R","isom",NA
"FP44","female","incl","week5","single","L","isom",NA
"FP44","female","incl","week5","multiple","R","isom",NA
"FP44","female","incl","week5","single","L","isom",NA
"FP44","female","incl","week9","multiple","R","isok.60",NA
"FP44","female","incl","week9","single","L","isok.60",NA
"FP44","female","incl","week9","multiple","R","isok.120",NA
"FP44","female","incl","week9","single","L","isok.120",NA
"FP44","female","incl","week9","multiple","R","isok.240",NA
"FP44","female","incl","week9","single","L","isok.240",NA
"FP44","female","incl","week9","multiple","R","isom",NA
"FP44","female","incl","week9","single","L","isom",NA
"FP44","female","incl","week9","multiple","R","isom",NA
"FP44","female","incl","week9","single","L","isom",NA
"FP44","female","incl","post","multiple","R","isok.60",144
"FP44","female","incl","post","single","L","isok.60",119
"FP44","female","incl","post","multiple","R","isok.120",122
"FP44","female","incl","post","single","L","isok.120",117
"FP44","female","incl","post","multiple","R","isok.240",86
"FP44","female","incl","post","single","L","isok.240",79
"FP44","female","incl","post","multiple","R","isom",229
"FP44","female","incl","post","single","L","isom",172
"FP44","female","incl","post","multiple","R","isom",220
"FP44","female","incl","post","single","L","isom",175
"FP29","male","incl","pre","single","R","isok.60",166
"FP29","male","incl","pre","multiple","L","isok.60",165
"FP29","male","incl","pre","single","R","isok.120",129
"FP29","male","incl","pre","multiple","L","isok.120",134
"FP29","male","incl","pre","single","R","isok.240",78
"FP29","male","incl","pre","multiple","L","isok.240",90
"FP29","male","incl","pre","single","R","isom",157
"FP29","male","incl","pre","multiple","L","isom",174
"FP29","male","incl","pre","single","R","isom",147
"FP29","male","incl","pre","multiple","L","isom",162
"FP29","male","incl","session1","single","R","isok.60",173
"FP29","male","incl","session1","multiple","L","isok.60",175
"FP29","male","incl","session1","single","R","isok.120",135
"FP29","male","incl","session1","multiple","L","isok.120",147
"FP29","male","incl","session1","single","R","isok.240",89
"FP29","male","incl","session1","multiple","L","isok.240",96
"FP29","male","incl","session1","single","R","isom",173
"FP29","male","incl","session1","multiple","L","isom",152
"FP29","male","incl","session1","single","R","isom",154
"FP29","male","incl","session1","multiple","L","isom",203
"FP29","male","incl","week2","single","R","isok.60",139
"FP29","male","incl","week2","multiple","L","isok.60",181
"FP29","male","incl","week2","single","R","isok.120",126
"FP29","male","incl","week2","multiple","L","isok.120",151
"FP29","male","incl","week2","single","R","isok.240",74
"FP29","male","incl","week2","multiple","L","isok.240",95
"FP29","male","incl","week2","single","R","isom",171
"FP29","male","incl","week2","multiple","L","isom",131
"FP29","male","incl","week2","single","R","isom",151
"FP29","male","incl","week2","multiple","L","isom",156
"FP29","male","incl","week5","single","R","isok.60",NA
"FP29","male","incl","week5","multiple","L","isok.60",NA
"FP29","male","incl","week5","single","R","isok.120",NA
"FP29","male","incl","week5","multiple","L","isok.120",NA
"FP29","male","incl","week5","single","R","isok.240",NA
"FP29","male","incl","week5","multiple","L","isok.240",NA
"FP29","male","incl","week5","single","R","isom",NA
"FP29","male","incl","week5","multiple","L","isom",NA
"FP29","male","incl","week5","single","R","isom",NA
"FP29","male","incl","week5","multiple","L","isom",NA
"FP29","male","incl","week9","single","R","isok.60",180
"FP29","male","incl","week9","multiple","L","isok.60",195
"FP29","male","incl","week9","single","R","isok.120",127
"FP29","male","incl","week9","multiple","L","isok.120",146
"FP29","male","incl","week9","single","R","isok.240",81
"FP29","male","incl","week9","multiple","L","isok.240",101
"FP29","male","incl","week9","single","R","isom",164
"FP29","male","incl","week9","multiple","L","isom",182
"FP29","male","incl","week9","single","R","isom",NA
"FP29","male","incl","week9","multiple","L","isom",169
"FP29","male","incl","post","single","R","isok.60",174
"FP29","male","incl","post","multiple","L","isok.60",189
"FP29","male","incl","post","single","R","isok.120",149
"FP29","male","incl","post","multiple","L","isok.120",153
"FP29","male","incl","post","single","R","isok.240",96
"FP29","male","incl","post","multiple","L","isok.240",87
"FP29","male","incl","post","single","R","isom",174
"FP29","male","incl","post","multiple","L","isom",199
"FP29","male","incl","post","single","R","isom",166
"FP29","male","incl","post","multiple","L","isom",191
"FP42","female","incl","pre","single","R","isok.60",129
"FP42","female","incl","pre","multiple","L","isok.60",107
"FP42","female","incl","pre","single","R","isok.120",110
"FP42","female","incl","pre","multiple","L","isok.120",112
"FP42","female","incl","pre","single","R","isok.240",80
"FP42","female","incl","pre","multiple","L","isok.240",73
"FP42","female","incl","pre","single","R","isom",160
"FP42","female","incl","pre","multiple","L","isom",140
"FP42","female","incl","pre","single","R","isom",161
"FP42","female","incl","pre","multiple","L","isom",140
"FP42","female","incl","session1","single","R","isok.60",156
"FP42","female","incl","session1","multiple","L","isok.60",124
"FP42","female","incl","session1","single","R","isok.120",105
"FP42","female","incl","session1","multiple","L","isok.120",112
"FP42","female","incl","session1","single","R","isok.240",70
"FP42","female","incl","session1","multiple","L","isok.240",65
"FP42","female","incl","session1","single","R","isom",132
"FP42","female","incl","session1","multiple","L","isom",162
"FP42","female","incl","session1","single","R","isom",135
"FP42","female","incl","session1","multiple","L","isom",135
"FP42","female","incl","week2","single","R","isok.60",145
"FP42","female","incl","week2","multiple","L","isok.60",153
"FP42","female","incl","week2","single","R","isok.120",119
"FP42","female","incl","week2","multiple","L","isok.120",117
"FP42","female","incl","week2","single","R","isok.240",82
"FP42","female","incl","week2","multiple","L","isok.240",82
"FP42","female","incl","week2","single","R","isom",203
"FP42","female","incl","week2","multiple","L","isom",206
"FP42","female","incl","week2","single","R","isom",190
"FP42","female","incl","week2","multiple","L","isom",194
"FP42","female","incl","week5","single","R","isok.60",188
"FP42","female","incl","week5","multiple","L","isok.60",195
"FP42","female","incl","week5","single","R","isok.120",158
"FP42","female","incl","week5","multiple","L","isok.120",148
"FP42","female","incl","week5","single","R","isok.240",109
"FP42","female","incl","week5","multiple","L","isok.240",105
"FP42","female","incl","week5","single","R","isom",261
"FP42","female","incl","week5","multiple","L","isom",244
"FP42","female","incl","week5","single","R","isom",240
"FP42","female","incl","week5","multiple","L","isom",NA
"FP42","female","incl","week9","single","R","isok.60",NA
"FP42","female","incl","week9","multiple","L","isok.60",174
"FP42","female","incl","week9","single","R","isok.120",165
"FP42","female","incl","week9","multiple","L","isok.120",156
"FP42","female","incl","week9","single","R","isok.240",106
"FP42","female","incl","week9","multiple","L","isok.240",104
"FP42","female","incl","week9","single","R","isom",225
"FP42","female","incl","week9","multiple","L","isom",236
"FP42","female","incl","week9","single","R","isom",206
"FP42","female","incl","week9","multiple","L","isom",233
"FP42","female","incl","post","single","R","isok.60",188
"FP42","female","incl","post","multiple","L","isok.60",162
"FP42","female","incl","post","single","R","isok.120",155
"FP42","female","incl","post","multiple","L","isok.120",143
"FP42","female","incl","post","single","R","isok.240",107
"FP42","female","incl","post","multiple","L","isok.240",99
"FP42","female","incl","post","single","R","isom",232
"FP42","female","incl","post","multiple","L","isom",211
"FP42","female","incl","post","single","R","isom",217
"FP42","female","incl","post","multiple","L","isom",233
"FP33","male","incl","pre","multiple","R","isok.60",217
"FP33","male","incl","pre","single","L","isok.60",196
"FP33","male","incl","pre","multiple","R","isok.120",168
"FP33","male","incl","pre","single","L","isok.120",169
"FP33","male","incl","pre","multiple","R","isok.240",117
"FP33","male","incl","pre","single","L","isok.240",109
"FP33","male","incl","pre","multiple","R","isom",252
"FP33","male","incl","pre","single","L","isom",229
"FP33","male","incl","pre","multiple","R","isom",253
"FP33","male","incl","pre","single","L","isom",228
"FP33","male","incl","session1","multiple","R","isok.60",164
"FP33","male","incl","session1","single","L","isok.60",212
"FP33","male","incl","session1","multiple","R","isok.120",147
"FP33","male","incl","session1","single","L","isok.120",179
"FP33","male","incl","session1","multiple","R","isok.240",112
"FP33","male","incl","session1","single","L","isok.240",113
"FP33","male","incl","session1","multiple","R","isom",221
"FP33","male","incl","session1","single","L","isom",205
"FP33","male","incl","session1","multiple","R","isom",223
"FP33","male","incl","session1","single","L","isom",200
"FP33","male","incl","week2","multiple","R","isok.60",204
"FP33","male","incl","week2","single","L","isok.60",214
"FP33","male","incl","week2","multiple","R","isok.120",177
"FP33","male","incl","week2","single","L","isok.120",170
"FP33","male","incl","week2","multiple","R","isok.240",119
"FP33","male","incl","week2","single","L","isok.240",115
"FP33","male","incl","week2","multiple","R","isom",219
"FP33","male","incl","week2","single","L","isom",229
"FP33","male","incl","week2","multiple","R","isom",216
"FP33","male","incl","week2","single","L","isom",221
"FP33","male","incl","week5","multiple","R","isok.60",225
"FP33","male","incl","week5","single","L","isok.60",174
"FP33","male","incl","week5","multiple","R","isok.120",180
"FP33","male","incl","week5","single","L","isok.120",151
"FP33","male","incl","week5","multiple","R","isok.240",126
"FP33","male","incl","week5","single","L","isok.240",142
"FP33","male","incl","week5","multiple","R","isom",254
"FP33","male","incl","week5","single","L","isom",210
"FP33","male","incl","week5","multiple","R","isom",232
"FP33","male","incl","week5","single","L","isom",206
"FP33","male","incl","week9","multiple","R","isok.60",218
"FP33","male","incl","week9","single","L","isok.60",237
"FP33","male","incl","week9","multiple","R","isok.120",189
"FP33","male","incl","week9","single","L","isok.120",180
"FP33","male","incl","week9","multiple","R","isok.240",118
"FP33","male","incl","week9","single","L","isok.240",139
"FP33","male","incl","week9","multiple","R","isom",271
"FP33","male","incl","week9","single","L","isom",276
"FP33","male","incl","week9","multiple","R","isom",275
"FP33","male","incl","week9","single","L","isom",264
"FP33","male","incl","post","multiple","R","isok.60",224
"FP33","male","incl","post","single","L","isok.60",212
"FP33","male","incl","post","multiple","R","isok.120",189
"FP33","male","incl","post","single","L","isok.120",196
"FP33","male","incl","post","multiple","R","isok.240",129
"FP33","male","incl","post","single","L","isok.240",126
"FP33","male","incl","post","multiple","R","isom",268
"FP33","male","incl","post","single","L","isom",296
"FP33","male","incl","post","multiple","R","isom",263
"FP33","male","incl","post","single","L","isom",286
"FP35","male","excl","pre","multiple","R","isok.60",253
"FP35","male","excl","pre","single","L","isok.60",261
"FP35","male","excl","pre","multiple","R","isok.120",214
"FP35","male","excl","pre","single","L","isok.120",208
"FP35","male","excl","pre","multiple","R","isok.240",154
"FP35","male","excl","pre","single","L","isok.240",141
"FP35","male","excl","pre","multiple","R","isom",291
"FP35","male","excl","pre","single","L","isom",283
"FP35","male","excl","pre","multiple","R","isom",297
"FP35","male","excl","pre","single","L","isom",293
"FP35","male","excl","session1","multiple","R","isok.60",274
"FP35","male","excl","session1","single","L","isok.60",252
"FP35","male","excl","session1","multiple","R","isok.120",218
"FP35","male","excl","session1","single","L","isok.120",218
"FP35","male","excl","session1","multiple","R","isok.240",154
"FP35","male","excl","session1","single","L","isok.240",154
"FP35","male","excl","session1","multiple","R","isom",350
"FP35","male","excl","session1","single","L","isom",323
"FP35","male","excl","session1","multiple","R","isom",328
"FP35","male","excl","session1","single","L","isom",311
"FP35","male","excl","week2","multiple","R","isok.60",232
"FP35","male","excl","week2","single","L","isok.60",275
"FP35","male","excl","week2","multiple","R","isok.120",211
"FP35","male","excl","week2","single","L","isok.120",227
"FP35","male","excl","week2","multiple","R","isok.240",149
"FP35","male","excl","week2","single","L","isok.240",150
"FP35","male","excl","week2","multiple","R","isom",330
"FP35","male","excl","week2","single","L","isom",350
"FP35","male","excl","week2","multiple","R","isom",329
"FP35","male","excl","week2","single","L","isom",282
"FP35","male","excl","week5","multiple","R","isok.60",244
"FP35","male","excl","week5","single","L","isok.60",295
"FP35","male","excl","week5","multiple","R","isok.120",222
"FP35","male","excl","week5","single","L","isok.120",229
"FP35","male","excl","week5","multiple","R","isok.240",152
"FP35","male","excl","week5","single","L","isok.240",166
"FP35","male","excl","week5","multiple","R","isom",328
"FP35","male","excl","week5","single","L","isom",360
"FP35","male","excl","week5","multiple","R","isom",326
"FP35","male","excl","week5","single","L","isom",343
"FP35","male","excl","week9","multiple","R","isok.60",NA
"FP35","male","excl","week9","single","L","isok.60",NA
"FP35","male","excl","week9","multiple","R","isok.120",NA
"FP35","male","excl","week9","single","L","isok.120",NA
"FP35","male","excl","week9","multiple","R","isok.240",NA
"FP35","male","excl","week9","single","L","isok.240",NA
"FP35","male","excl","week9","multiple","R","isom",NA
"FP35","male","excl","week9","single","L","isom",NA
"FP35","male","excl","week9","multiple","R","isom",NA
"FP35","male","excl","week9","single","L","isom",NA
"FP35","male","excl","post","multiple","R","isok.60",NA
"FP35","male","excl","post","single","L","isok.60",NA
"FP35","male","excl","post","multiple","R","isok.120",NA
"FP35","male","excl","post","single","L","isok.120",NA
"FP35","male","excl","post","multiple","R","isok.240",NA
"FP35","male","excl","post","single","L","isok.240",NA
"FP35","male","excl","post","multiple","R","isom",NA
"FP35","male","excl","post","single","L","isom",NA
"FP35","male","excl","post","multiple","R","isom",NA
"FP35","male","excl","post","single","L","isom",NA
"FP2","female","incl","pre","multiple","R","isok.60",132
"FP2","female","incl","pre","single","L","isok.60",135
"FP2","female","incl","pre","multiple","R","isok.120",109
"FP2","female","incl","pre","single","L","isok.120",110
"FP2","female","incl","pre","multiple","R","isok.240",76
"FP2","female","incl","pre","single","L","isok.240",74
"FP2","female","incl","pre","multiple","R","isom",129
"FP2","female","incl","pre","single","L","isom",145
"FP2","female","incl","pre","multiple","R","isom",147
"FP2","female","incl","pre","single","L","isom",115
"FP2","female","incl","session1","multiple","R","isok.60",131
"FP2","female","incl","session1","single","L","isok.60",126
"FP2","female","incl","session1","multiple","R","isok.120",110
"FP2","female","incl","session1","single","L","isok.120",108
"FP2","female","incl","session1","multiple","R","isok.240",77
"FP2","female","incl","session1","single","L","isok.240",75
"FP2","female","incl","session1","multiple","R","isom",162
"FP2","female","incl","session1","single","L","isom",166
"FP2","female","incl","session1","multiple","R","isom",142
"FP2","female","incl","session1","single","L","isom",179
"FP2","female","incl","week2","multiple","R","isok.60",141
"FP2","female","incl","week2","single","L","isok.60",125
"FP2","female","incl","week2","multiple","R","isok.120",118
"FP2","female","incl","week2","single","L","isok.120",98
"FP2","female","incl","week2","multiple","R","isok.240",81
"FP2","female","incl","week2","single","L","isok.240",79
"FP2","female","incl","week2","multiple","R","isom",179
"FP2","female","incl","week2","single","L","isom",181
"FP2","female","incl","week2","multiple","R","isom",181
"FP2","female","incl","week2","single","L","isom",169
"FP2","female","incl","week5","multiple","R","isok.60",NA
"FP2","female","incl","week5","single","L","isok.60",NA
"FP2","female","incl","week5","multiple","R","isok.120",NA
"FP2","female","incl","week5","single","L","isok.120",NA
"FP2","female","incl","week5","multiple","R","isok.240",NA
"FP2","female","incl","week5","single","L","isok.240",NA
"FP2","female","incl","week5","multiple","R","isom",NA
"FP2","female","incl","week5","single","L","isom",NA
"FP2","female","incl","week5","multiple","R","isom",NA
"FP2","female","incl","week5","single","L","isom",NA
"FP2","female","incl","week9","multiple","R","isok.60",NA
"FP2","female","incl","week9","single","L","isok.60",NA
"FP2","female","incl","week9","multiple","R","isok.120",NA
"FP2","female","incl","week9","single","L","isok.120",NA
"FP2","female","incl","week9","multiple","R","isok.240",NA
"FP2","female","incl","week9","single","L","isok.240",NA
"FP2","female","incl","week9","multiple","R","isom",NA
"FP2","female","incl","week9","single","L","isom",NA
"FP2","female","incl","week9","multiple","R","isom",NA
"FP2","female","incl","week9","single","L","isom",NA
"FP2","female","incl","post","multiple","R","isok.60",144
"FP2","female","incl","post","single","L","isok.60",152
"FP2","female","incl","post","multiple","R","isok.120",123
"FP2","female","incl","post","single","L","isok.120",128
"FP2","female","incl","post","multiple","R","isok.240",84
"FP2","female","incl","post","single","L","isok.240",95
"FP2","female","incl","post","multiple","R","isom",209
"FP2","female","incl","post","single","L","isom",224
"FP2","female","incl","post","multiple","R","isom",222
"FP2","female","incl","post","single","L","isom",209
"FP32","female","incl","pre","multiple","R","isok.60",217
"FP32","female","incl","pre","single","L","isok.60",209
"FP32","female","incl","pre","multiple","R","isok.120",167
"FP32","female","incl","pre","single","L","isok.120",151
"FP32","female","incl","pre","multiple","R","isok.240",100
"FP32","female","incl","pre","single","L","isok.240",80
"FP32","female","incl","pre","multiple","R","isom",297
"FP32","female","incl","pre","single","L","isom",276
"FP32","female","incl","pre","multiple","R","isom",275
"FP32","female","incl","pre","single","L","isom",281
"FP32","female","incl","session1","multiple","R","isok.60",216
"FP32","female","incl","session1","single","L","isok.60",214
"FP32","female","incl","session1","multiple","R","isok.120",177
"FP32","female","incl","session1","single","L","isok.120",175
"FP32","female","incl","session1","multiple","R","isok.240",107
